time;LAT;LON;GSPEED;CRS
20.814;-165.77924082800746;-65.9697060608305;27.791999999999998;3.0654849090909093
20.91;-165.65258669294417;-66.84822028921917;27.612;3.022641818181818
21.034;-165.4865917675197;-67.72487787390128;27.72;2.988944181818182
21.118;-165.269179222174;-68.60292132338509;27.683999999999997;2.9586532727272727
21.229;-165.01242589205503;-69.47910811053589;27.503999999999998;2.9151569090909093
21.322;-164.71633178181946;-70.35343822697178;27.395999999999997;2.8787032727272726
21.428;-164.38400714378804;-71.23749583214521;27.395999999999997;2.845556727272727
21.526;-164.0181980682537;-72.09328590333462;27.395999999999997;2.8106534545454545
21.629;-163.60408164840192;-72.9620459699072;27.215999999999998;2.778626909090909
21.731;-163.14751422405243;-73.81736517557874;27.18;2.7482389090909094
21.827;-162.6636828733608;-74.66758516756818;26.964;2.7036623636363633
21.934;-162.14051077980548;-75.51594845112413;26.819999999999997;2.672028545454545
22.049;-161.57488770410419;-76.35087086353451;27.144;2.6408283636363636
22.148;-160.99407754372805;-77.17745153838769;26.927999999999997;2.606567090909091
22.242;-160.3770368983969;-78.01375965913758;26.999999999999996;2.585739818181818
22.343;-159.7327323500067;-78.84496854897588;27.072;2.5633487272727273
22.449;-159.0611639097333;-79.67107820231467;27.215999999999998;2.5361892727272726
22.546;-158.36544181685895;-80.50367278186604;27.36;2.5094943636363634
22.648;-157.63037901744246;-81.33441063202918;27.467999999999996;2.4910854545454546
22.744;-156.86494210828096;-82.14846508251503;27.791999999999998;2.466368
22.853;-156.07846179045737;-82.98058860376477;27.935999999999996;2.4422323636363634
22.952;-155.2736841943115;-83.79278621822596;28.151999999999997;2.4202167272727273
23.074;-154.43267614860088;-84.61471124971285;28.331999999999997;2.4041034545454543
23.163;-153.57648106943816;-85.42829452687874;28.331999999999997;2.3809718181818185
23.259;-152.6961323665455;-86.24836270697415;28.656;2.3611501818181817
23.363;-151.78851981740445;-87.0633316389285;29.087999999999997;2.354171090909091
23.467;-150.86883047502488;-87.88154296251014;29.016;2.3391616363636363
23.563;-149.92498752567917;-88.70623918250203;29.447999999999997;2.322354727272727
23.664;-148.96595755498856;-89.52259364444762;29.627999999999997;2.312535090909091
23.769;-147.99485079944134;-90.34219049895182;29.88;2.3006996363636363
23.871;-146.9964802218601;-91.1566880941391;29.951999999999998;2.2847441818181817
23.979;-145.9891430893913;-91.98601222224534;30.311999999999998;2.2868761818181818
24.082;-144.98180598765612;-92.81533623114228;30.491999999999997;2.2767976363636366
24.177;-143.9623921206221;-93.64790261769667;30.779999999999998;2.274023818181818
24.278;-142.93986805155873;-94.46888475026935;30.851999999999997;2.2708963636363637
24.39;-141.89941084943712;-95.3195200371556;30.959999999999997;2.267060909090909
24.484;-140.86481005046517;-96.14374442538247;31.211999999999996;2.2668523636363638
24.581;-139.81813248619437;-96.9712111945264;31.104;2.265225272727273
24.687;-138.78353176731616;-97.79543534712866;30.996;2.258666909090909
24.787;-137.74893108196557;-98.61965938052163;30.887999999999998;2.253600909090909
24.89;-136.7143304431811;-99.44388329377398;30.636;2.24937
24.998;-135.67661962099373;-100.25652295909822;30.636;2.24937
25.099;-134.6509856460616;-101.06592001300305;30.743999999999996;2.252015272727273
25.195;-133.6132749002427;-101.87855944829062;30.455999999999996;2.2543903636363636
25.3;-132.58764100261033;-102.68795627495274;30.383999999999997;2.2482516363636362
25.405;-131.56200714129955;-103.4973529833369;30.419999999999998;2.2501392727272727
25.506;-130.54533991217613;-104.2919229613617;30.275999999999996;2.247319272727273
25.604;-129.51970612537116;-105.10131944343448;30.131999999999998;2.246433090909091
25.707;-128.49992875754833;-105.88430508039892;30.023999999999997;2.2452607272727274
25.807;-127.4832616392523;-106.67887472640723;29.915999999999997;2.2388154545454544
25.911;-126.46659456007183;-107.47344425879419;29.88;2.238948
26.025;-125.45889410749078;-108.25318707898259;29.88;2.238948
26.117;-124.43911689985543;-109.03617227775976;29.7;2.244977090909091
26.215;-123.43141652457416;-109.81591488048434;29.627999999999997;2.2405825454545454
26.32;-122.42371619213372;-110.59565737564117;29.483999999999998;2.234296181818182
26.42;-121.40082888957113;-111.36705814162269;29.375999999999998;2.2272980000000002
26.524;-120.38690822478384;-112.12363220192492;29.483999999999998;2.2258316363636363
26.624;-119.34572380129248;-112.87510702898726;29.159999999999997;2.2129481818181818
26.827;-117.23883748799562;-114.33496243925765;29.087999999999997;2.176474727272727
26.932;-116.17313560284674;-115.04334303736687;28.979999999999997;2.1545287272727274
27.046;-115.0891365678981;-115.73179782135412;28.944;2.131350909090909
27.137;-113.97787380963564;-116.4151533828117;28.727999999999998;2.102839818181818
27.233;-112.86935729905963;-117.06051407475024;28.656;2.089854
27.345;-111.73046687152237;-117.68919146480039;28.511999999999997;2.048739090909091
27.441;-110.57327931839973;-118.29794306773692;28.476;2.022523272727273
27.544;-109.39468444790691;-118.87518479954451;28.403999999999996;1.9859499999999999
27.646;-108.21297945454717;-119.44084237841889;28.223999999999997;1.9571498181818183
27.744;-107.01297735702246;-119.98657419672236;28.151999999999997;1.9131134545454545
27.848;-105.80364474281669;-120.49755369033664;27.971999999999998;1.8896154545454544
27.95;-104.58498160913587;-120.97378087602556;27.9;1.8500056363636364
28.063;-103.34802138246596;-121.43008233420551;27.863999999999997;1.8116180000000002
28.149;-102.1017306484282;-121.85163150494918;27.755999999999997;1.7861905454545455
28.263;-100.87337317038327;-122.2435275237076;27.612;1.7406916363636362
28.357;-99.59945484437048;-122.61039872281253;27.467999999999996;1.709004
28.459;-98.35243635810912;-122.93279023095965;27.432;1.669504
28.565;-97.09334117826074;-123.25842422433197;27.395999999999997;1.6286845454545456
28.661;-95.83388208132237;-123.5344794257544;27.107999999999997;1.5953294545454546
28.764;-94.58027945272624;-123.78412401070818;27.072;1.555248
28.865;-93.32942309230566;-123.99577390635386;26.964;1.5203098181818182
28.972;-92.08131300564855;-124.16942913038656;26.964;1.5203098181818182
29.074;-90.85113615822047;-124.31343128252774;26.639999999999997;1.4463321818181818
29.183;-89.63578234240413;-124.4161963025108;26.531999999999996;1.4014861818181819
29.274;-88.41731841024011;-124.50737730180845;26.496;1.3610336363636362
29.377;-87.21056730579585;-124.54573711706325;26.496;1.327872181818182
29.48;-86.01278284471482;-124.56927044689655;26.244;1.2838547272727272
29.585;-84.8360418016091;-124.57473480794579;26.387999999999998;1.254629090909091
29.684;-83.66204699501395;-124.5422045616433;26.028;1.2072812727272726
29.786;-82.50598539412022;-124.48002129467204;26.171999999999997;1.1682258181818181
29.886;-81.36163658928126;-124.36501688836142;26.063999999999997;1.1363527272727274
29.996;-80.21417764388025;-124.23842850793153;26.244;1.0941174545454546
30.095;-79.10880541335791;-124.07570215500891;26.279999999999998;1.052829818181818
30.196;-78.01514595840126;-123.86015468789265;26.351999999999997;1.0127085454545455
30.298;-76.93045310955495;-123.62978077260777;26.244;0.9654163636363637
30.405;-75.86369341984391;-123.3697538706474;26.424;0.9352503636363636
30.503;-74.82383344881237;-123.06524743884802;26.567999999999998;0.8914187272727273
30.606;-73.79294006619602;-122.7459145700559;26.639999999999997;0.8484943636363635
30.805;-71.83014955278486;-121.99373587733135;26.712;0.8009541818181819
30.909;-70.89825240429491;-121.56089005339891;26.819999999999997;0.722748
31.027;-70.01466229557991;-121.1150743663311;26.892;0.682559090909091
31.167;-68.71754985675216;-120.38287407066673;27.252;0.6395890909090909
31.276;-67.89086924865842;-119.8596834265627;27.432;0.5829143636363636
31.368;-67.08212173264474;-119.3068397929892;27.072;0.5591603636363637
