time;LAT;LON;GSPEED;CRS
0.0;0.0;0.0;17.171999999999997;3.9275194545454544
0.11;-0.6499338541179895;-0.3470943043939769;17.171999999999997;3.9275194545454544
0.224;-1.2967573562636971;-0.6826046626083553;19.979999999999997;3.920174909090909
0.313;-2.0043291533365846;-1.0514805084094405;20.232;3.898169090909091
0.407;-2.721231983974576;-1.455108440015465;21.528;3.8851954545454546
0.517;-3.4895520685240626;-1.8573498679324985;22.644;3.882819272727273
0.616;-4.294466990977526;-2.299442115239799;23.4;3.8868020000000003
0.718;-5.1145689729601145;-2.749875814653933;23.4;3.8868020000000003
0.821;-5.944001983851194;-3.2350616296753287;25.703999999999997;3.874470545454545
0.922;-6.818996203131974;-3.7452716468833387;26.855999999999998;3.9019816363636366
1.435;-11.894224295392632;-6.4932959652505815;32.724;3.9199025454545455
1.637;-14.171555931679904;-7.645345804747194;34.488;3.9076178181818184
1.739;-15.382682153955102;-8.2019151779823;34.632;3.933416727272727
1.841;-16.617961856536567;-8.751999463886023;35.172;3.9597716363636364
1.941;-17.871174367144704;-9.272430629003793;35.244;3.974936181818182
2.154;-20.46250119432807;-10.340173828881234;35.928;3.9975256363636364
2.249;-21.776462039910257;-10.893971141893417;36.864;4.004479090909091
2.36;-23.13598411064595;-11.472792857326567;37.547999999999995;3.9859952727272727
2.452;-24.5531441597268;-12.073396371211857;38.988;4.003344363636364
2.553;-25.985491290688515;-12.682341526262462;39.995999999999995;3.987184
2.655;-27.463399656116962;-13.316311147995293;40.788;3.9812845454545456
2.758;-28.9837589263916;-13.96372122503817;42.192;3.993156
2.964;-32.16976303141564;-15.269209526479244;44.279999999999994;4.003599272727272
3.6;-33.82644145935774;-15.94211445050314;45.108;3.996094
3.172;-35.50727341044694;-16.608534453436732;46.763999999999996;4.014152909090909
3.271;-37.24263304006308;-17.285152398515493;47.087999999999994;4.016286727272727
3.381;-39.011112635955215;-17.940458797384053;47.916;4.028914545454546
3.474;-40.80996642448008;-18.612448402214795;48.599999999999994;4.040236363636364
3.573;-42.62986344471574;-19.266369089949876;48.924;4.037253636363636
3.677;-44.46805791091174;-19.940215623937547;49.248;4.047426727272727
3.779;-46.32729562371969;-20.595993253402412;49.967999999999996;4.051551636363636
3.879;-48.19861015211791;-21.24852864444256;49.967999999999996;4.055184181818182
3.978;-50.06681442074478;-21.889480350073427;49.895999999999994;4.06450490909091
4.089;-51.943985207006335;-22.51560575608164;50.147999999999996;4.067976181818182
4.192;-53.83012250252068;-23.12690486619249;49.86;4.0809950909090915
4.297;-55.71314956061542;-23.7266202759929;49.644;4.085732363636364
4.395;-57.60825345944613;-24.323093441314995;49.68;4.089100545454546
4.495;-59.500247118994594;-24.907982907723635;49.535999999999994;4.100000363636363
4.595;-61.40120732039213;-25.478046057745814;49.355999999999995;4.1058176363636365
4.697;-63.32010052073747;-26.01845623459667;49.31999999999999;4.114850363636363
4.799;-65.23899381421506;-26.558866762090474;49.31999999999999;4.128907818181818
4.897;-67.16374335996807;-27.072866898495704;48.888;4.134722
5.004;-69.09745946899056;-27.572040712926537;48.995999999999995;4.147582
5.112;-71.04014214873314;-28.0563882002607;48.672;4.156698909090909
5.213;-73.00075787957758;-28.511082688346505;48.56399999999999;4.172754727272727
5.318;-74.97345050051808;-28.9625349259004;48.56399999999999;4.1863256363636365
5.416;-76.93681233748794;-29.37923524575308;48.38399999999999;4.1970967272727275
5.513;-78.9212175514549;-29.777866636868566;48.20399999999999;4.213030727272727
5.617;-80.9145893799141;-30.16167167481035;48.312;4.2236827272727275
5.716;-82.91381751745939;-30.519066273700446;47.952;4.239379454545455
5.813;-84.90993550419807;-30.86487709544599;47.952;4.254714181818182
6.024;-88.9290713686496;-31.512019641697407;47.592;4.276628545454545
6.134;-90.9400124726817;-31.816593937110156;47.483999999999995;4.279702
6.234;-92.94784343242645;-32.10958443535492;47.519999999999996;4.286980727272727
6.339;-94.96775133628398;-32.3993326574564;47.44799999999999;4.290763818181818
6.436;-96.98143881000578;-32.665912963915616;47.232;4.302687454545454
6.536;-98.98615994304419;-32.94732025079429;46.98;4.310582363636364
6.636;-101.00881422776729;-33.19907445972785;46.943999999999996;4.309274181818181
6.733;-103.01628159731627;-33.44248741492629;46.943999999999996;4.309274181818181
6.84;-105.0147826205939;-33.70072734588757;46.727999999999994;4.3239410909090905
6.943;-107.02225030679256;-33.944140874780715;46.727999999999994;4.3239410909090905
7.045;-109.02660786919296;-34.175970564130694;46.51199999999999;4.328650909090909
7.258;-112.99323685187846;-34.67576931323856;46.151999999999994;4.321977454545455
7.353;-114.97966186609119;-34.93725323677063;46.08;4.317573272727273
7.457;-116.91777982749045;-35.21170771494508;46.08;4.311406181818182
7.552;-118.84382112510502;-35.48940503876656;45.54;4.302759090909091
7.654;-120.70947853848338;-35.78331546811387;45.144;4.294910545454545
7.758;-122.53579537104815;-36.0753697194159;44.028;4.275733818181818
7.859;-124.30483857542276;-36.39522118214518;43.272;4.273353272727272
7.961;-126.01038755849004;-36.71970157092437;41.976;4.243566909090909
8.063;-127.66451911814511;-37.04556830273941;41.147999999999996;4.236274545454545
8.176;-129.26723324228078;-37.37282135942951;39.815999999999995;4.236732909090909
8.278;-130.79437629226595;-37.70794584834948;38.916;4.222472
8.369;-132.2642456330359;-38.070867479778826;37.547999999999995;4.198371636363636
8.47;-133.6737309563905;-38.450002098921686;36.467999999999996;4.167874363636364
8.576;-135.007645172067;-38.83700809581205;35.244;4.142037272727273
8.674;-136.28428562358022;-39.25181120214984;35.244;4.142037272727273
8.776;-137.53677247464657;-39.67309958767146;33.516;4.083436909090909
8.879;-138.7530289022252;-40.10411579767242;33.192;4.065566909090909
8.981;-139.92408835794777;-40.55968653643504;32.687999999999995;4.058941818181818
9.9;-141.1286322986707;-41.0435247970745;32.724;4.009118
9.189;-142.315243168734;-41.55701663764194;33.227999999999994;4.017053090909091
9.288;-143.4932517707348;-42.13491455093026;34.416;3.9690952727272726
9.389;-144.69266801979393;-42.74432256491855;35.208;3.934314909090909
9.496;-145.83206441625953;-43.4195227092132;35.964;3.8995267272727276
9.594;-146.95352768991143;-44.12437645252794;36.827999999999996;3.8541336363636365
9.694;-148.00875052809715;-44.87185398163274;36.864;3.818690363636364
9.797;-149.00669947452843;-45.64712857501581;36.756;3.779027818181818
9.898;-149.9625616054982;-46.45854183193296;36.756;3.779027818181818
9.998;-150.85803955048323;-47.28616795409471;36.504;3.7002352727272725
10.108;-151.69935382995754;-48.153175262734294;36.611999999999995;3.665862
10.205;-152.4713173378259;-49.051222109701484;36.647999999999996;3.626884545454545
10.306;-153.21912710368633;-49.95575415529311;36.467999999999996;3.5825987272727273
10.41;-153.89447582140565;-50.879741532728076;36.144;3.5642798181818183
10.514;-154.50944031309336;-51.819941686000675;36.144;3.5642798181818183
10.614;-155.0702410824597;-52.79952294100076;35.855999999999995;3.4909925454545454
10.715;-155.51027346309274;-53.81152960425243;35.964;3.4287027272727273
10.816;-155.85369110759348;-54.84947656840086;36.0;3.3703816363636365
10.919;-156.11568109504879;-55.921705443412066;35.748;3.3037623636363636
11.023;-156.27483582030982;-56.996706222184;35.711999999999996;3.242886
11.132;-156.3252989789471;-58.10088973166421;35.675999999999995;3.184161818181818
11.223;-156.27292688377202;-59.20784508017823;35.784;3.114075636363636
11.336;-156.10875297617167;-60.332398927304894;34.992;3.0403865454545453
11.433;-155.8265567580238;-61.45138290012255;35.568;2.9766060000000003
11.537;-155.4263382498175;-62.56479697441682;35.099999999999994;2.897317090909091
11.637;-154.977812346071;-63.69118102360517;34.739999999999995;2.8331850909090908
11.739;-154.4050436913967;-64.78882678970695;34.739999999999995;2.7630921818181817
11.839;-153.76567036099732;-65.8795166821219;34.919999999999995;2.701107090909091
11.94;-153.0413950420916;-66.94332487694919;34.452;2.6572054545454544
12.042;-152.30193262267858;-67.99879127275199;34.343999999999994;2.604165272727273
12.158;-151.52001920808107;-69.04081674525514;34.092;2.5830947272727274
12.254;-150.70773164648563;-70.06615876732394;33.983999999999995;2.550186727272727
12.354;-149.8681801762432;-71.08640151191503;33.732;2.519177454545454
12.458;-148.99514433648437;-72.07837664661929;33.732;2.5072747272727276
12.555;-148.122108486481;-73.07035163417459;33.552;2.4748434545454545
12.657;-147.20662169717252;-74.04888569470495;33.443999999999996;2.4652883636363634
12.756;-146.27594785485417;-75.01907795993611;33.336;2.437287818181818
12.856;-145.34527401719242;-75.98927007801831;33.3;2.426330181818182
12.955;-144.39941313490272;-76.95112040266395;32.976;2.4153527272727273
13.6;-143.43836521264166;-77.90462893573567;33.12;2.4018165454545453
13.173;-142.4742070697248;-78.84655317245051;32.976;2.4003603636363637
13.268;-141.49486189428717;-79.78013562131673;32.903999999999996;2.3813243636363635
13.369;-140.50032969005406;-80.70537628699094;32.796;2.368593818181818
13.476;-139.50579750724137;-81.6306168101728;32.796;2.3575936363636365
13.574;-138.49607830494642;-82.54751554923132;32.724;2.3401550909090907
13.673;-137.48013866972178;-83.44124585902318;32.544;2.3383978181818184
13.774;-136.44004543498158;-84.34146104147658;32.58;2.317713818181818
13.871;-135.39995223097503;-85.24167608609423;32.507999999999996;2.310362181818182
13.978;-134.356748836115;-86.13030685205013;32.291999999999994;2.3038981818181816
14.086;-133.32251206226647;-87.00411084014922;32.291999999999994;2.2932872727272726
14.199;-132.27930872887373;-87.89274133881554;32.22;2.300113272727273
14.287;-131.22091840021312;-88.77303006360307;32.111999999999995;2.2910787272727275
14.386;-130.17460491973907;-89.6500761564821;32.111999999999995;2.2815938181818183
14.49;-129.10999422241002;-90.50719634490088;32.111999999999995;2.2851625454545457
14.593;-128.06368081271648;-91.38424217421561;32.076;2.270197272727273
14.694;-127.01736744027585;-92.26128787081689;32.22;2.2830352727272727
14.79;-125.94379026535898;-93.13323430065066;32.111999999999995;2.283965818181818
14.897;-124.91266398970038;-94.01862136553973;32.364;2.283990909090909
15.0;-123.85427391529083;-94.89890916226432;32.22;2.2918816363636365
15.108;-122.80796068254858;-95.77595432847738;32.291999999999994;2.286091090909091
15.217;-121.76164748519659;-96.65299936383963;32.291999999999994;2.284384727272727
15.304;-120.70014730468392;-97.52170263370499;32.147999999999996;2.2869565454545455
