TIME,x,y,CRS
98.0,127.863759098,70.4232313215,-273.178652414
98.25,125.414622934,71.7338729316,-278.158874518
98.5,122.857004584,72.81767999,-277.48443771
98.75,120.31286836,73.9327675416,-285.972834302
99.0,117.627557523,74.6435101734,-285.969675495
99.25,114.942287512,75.3544070292,-296.08906228
99.5,112.172279782,75.5620282061,-296.512834668
99.75,109.411219277,75.7475973277,-306.892448882
100.0,106.65948504,75.411294378,-311.148759264
100.25,103.936526992,74.8621597723,-323.175542403
100.5,101.438141716,73.7534301938,-333.545376168
100.75,99.2432012259,72.2316930849,-348.933369733
101.0,97.5933633256,70.2114128306,-367.882339261
101.25,96.7436889352,67.8115350938,-390.844740452
101.5,96.9352647747,65.3355841179,-409.186250578
101.75,97.9129968846,63.0903345924,-424.084911117
102.0,99.4952450862,61.140048782,-434.953079663
102.25,101.477720947,59.4984810332,-443.308308999
102.5,103.739399854,58.143708974,-448.98848112
102.75,106.185336722,57.0028988429,-452.69544356
103.0,108.760844383,56.0068649038,-453.988684418
103.25,111.374469218,55.0661127577,-452.461455313
103.5,113.960967236,54.0531579816,-454.846520977
103.75,116.588946516,53.1532833882,-449.628200571
104.0,119.11985545,52.0084911155,-451.70758887
104.25,121.692226711,50.9601803459,-444.32375994
104.5,124.101136425,49.576994398,-444.862442919
104.75,126.523477634,48.2174678449,-439.828120099
105.0,128.811410271,46.6422175989,-432.606083106
105.25,130.873394855,44.7809629746,-424.14818071
105.5,132.61253002,42.642330697,-409.302586145
105.75,133.700450894,40.1584116408,-398.196534627
106.0,134.255012256,37.5678849183,-379.615249034
106.25,133.927504924,35.0019816262,-364.638588685
106.5,132.930407532,32.6387153809,-349.289461812
106.75,131.33372797,30.657483903,-335.795639983
107.0,129.273829002,29.1008660058,-323.934345171
107.25,126.889474677,28.0031218597,-313.502263829
107.5,124.280232588,27.3596435686,-305.099540926
107.75,121.541203034,27.1151870013,-297.810509673
108.0,118.766054701,27.2360220529,-293.505135236
108.25,116.0088539,27.5735026031,-287.913639081
108.5,113.300139735,28.1890649084,-288.440280376
108.75,110.585655643,28.7786626502,-282.32960318
109.0,107.953279545,29.6655930059,-284.169922822
109.25,105.292705439,30.4639630967,-278.401147404
109.5,102.730337787,31.5364934669,-281.17327662
109.75,100.117188996,32.4785671243,-275.051252454
110.0,97.6248570829,33.7050788497,-278.301849325
110.25,95.0644299739,34.7822336181,-271.778498755
110.5,92.649449225,36.1547923092,-275.223273282
110.75,90.1532934085,37.3735029023,-268.886689191
111.0,87.8137836113,38.8710820436,-272.056013092
111.25,85.3919080936,40.231438009,-264.960671576
111.5,83.1651657872,41.8920608075,-267.734356825
111.75,80.8575436829,43.4383239163,-260.595114421
112.0,78.7694836751,45.2702777312,-261.589898231
112.25,76.6486324982,47.0641672657,-252.440184925
112.5,74.8541151421,49.1844872504,-252.305531104
